,E_SCALED,E_SCALED_ERR,FE_H,FE_H_ERR,ALPHA_FE,ALPHA_FE_ERR,AL_FE,AL_FE_ERR,CE_FE,CE_FE_ERR,MG_MN,MG_MN_ERR
0,-1.3809432631392482,0.06575403969725784,-1.3942,0.013948348,-1.204415,0.022053897,-0.18141901,0.03358715,-0.09106004,0.08951252,0.40643096,0.051100176
1,-1.4421173650344055,0.028672322848560725,-1.1601,0.011487761,-0.998065,0.015532912,-0.29001904,0.024236053,-0.108860016,0.03773185,0.42984098,0.032920968
2,-1.6826917178638705,0.010399367121943214,-0.59167,0.009639723,-0.28135496,0.011882215,0.19903097,0.021512223,-0.26512003,0.036382068,0.49610096,0.022766247
3,-1.564943967625537,0.03339503181706634,-1.3164,0.0159222,-1.1432451,0.023538869,-0.34191895,0.038742375,-0.09455991,0.08404854,0.54215896,0.05377611
4,-1.5922124522950583,0.011929015087343432,-1.1061,0.008804961,-0.69760495,0.014863749,0.267771,0.021867137,0.13331997,0.10670367,0.78887105,0.033696517
5,-1.5132742044035166,0.03244125415389353,-1.2635,0.011318124,-0.84472495,0.01589869,0.58478093,0.02424204,0.23690999,0.043507867,0.63777095,0.034471717
6,-1.5894167768045326,0.019016643673843793,-1.4712,0.01491388,-1.187185,0.024550797,-0.20591903,0.03683293,-0.14646006,0.106956795,0.906351,0.057853322
7,-1.7547211300319034,0.006623379597461899,-0.40401,0.008724596,-0.173995,0.010754582,0.160911,0.020379264,-0.20244002,0.0431977,0.38187099,0.02042876
8,-1.5408278153114305,0.027736457927651646,-0.71396,0.013630843,-0.730648,0.01920597,-0.17459899,0.03861052,-0.37019998,0.13825867,0.4415595,0.042117834
9,-1.5941785534412742,0.024218248881105974,-1.2759,0.019128287,-1.079605,0.02843369,-0.21601903,0.050550055,-0.37215996,0.12119654,0.46161103,0.066071175
10,-1.7447680460941286,0.006786671466850967,-0.45865,0.010028546,-0.331325,0.012050279,-0.023079008,0.022968696,-0.19652003,0.037430022,0.21534103,0.022377701
11,-1.4746194389907388,0.05490468492933389,-1.2219,0.014032344,-0.984625,0.020896524,-0.19721901,0.0343569,-0.18496001,0.0860177,0.48217106,0.047364555
12,-1.6099545417773962,0.02437228560756892,-1.0627,0.012256696,-0.88277507,0.017492943,-0.29471898,0.02918714,-0.09425998,0.06960153,0.590141,0.038430527
13,-1.6453766142302155,0.01820220744879276,-0.65308,0.012684398,-0.466465,0.016862903,-0.034489036,0.033627935,-0.18613005,0.09221918,0.46376106,0.035404064
14,-1.392209901147831,0.01766516821222103,-1.7631,0.014382535,-1.624285,0.027304588,-0.284119,0.035598047,1.620429,0.13348721,0.34494114,0.06575854
15,-1.8020010554796055,0.005735874804818886,-0.4463,0.008531428,-0.18992499,0.01082694,0.216546,0.020301584,-0.16981003,0.050465386,0.458051,0.021191457
16,-1.4644487002934825,0.07353639883357391,-1.3261,0.0152874915,-1.1263549,0.023791958,-0.17371905,0.03850012,-0.24716008,0.105530754,0.494691,0.055230584
17,-1.7525149402470659,0.006834015990404296,-0.48828,0.009279768,-0.22863501,0.011324192,0.12899101,0.021007586,-0.26974,0.037192244,0.398351,0.021356894
18,-1.6900280098496454,0.009623644011240832,-0.71064,0.008358304,-0.597428,0.012333504,-0.048499048,0.02114696,-0.027450025,0.090477236,0.32594502,0.02666456
19,-1.5799296337979525,0.02459113709882964,-0.75301,0.010881757,-0.463875,0.014170123,0.18737096,0.0255444,-0.25103003,0.052672517,0.46812102,0.028964246
20,-1.5686404791896025,0.016775738732902536,-1.3485,0.011735559,-1.089265,0.017023362,-0.23431897,0.024884585,-0.20035994,0.044795863,0.5865611,0.037664127
21,-1.6460769957380306,0.009040641908278921,-0.41524,0.0077672387,-0.27695498,0.01051283,0.109090984,0.019604212,-0.21533,0.0742065,0.273481,0.021536227
22,-1.3142340781415434,0.026830252103634412,-0.87069,0.009924361,-0.73531497,0.013416753,-0.28082907,0.022386054,-0.124060035,0.048500996,0.331945,0.028058426
23,-1.5780307273174206,0.010461389203164145,-0.70777,0.01016172,-0.609948,0.012682872,-0.23517907,0.022218125,-0.11739004,0.03498878,0.29335195,0.024768047
24,-1.6794382590302694,0.006058588765587483,-0.69758,0.0098442035,-0.52872497,0.013881072,0.09474099,0.025161661,-0.23193002,0.08789063,0.37910104,0.029712519
25,-1.6551073134442857,0.013200063521824925,-1.7943,0.012122321,-1.495225,0.021692047,-0.30611908,0.026244042,0.7340399,0.06985619,0.6006212,0.05119315
26,-1.72366654414054,0.006438742103305703,-0.91207,0.0095237065,-0.73461497,0.013460761,-0.02926904,0.022103108,0.009059966,0.05961102,0.52358097,0.028832272
27,-1.5510036135550476,0.01939021982870065,-0.51501,0.015828945,-0.281285,0.019748814,0.31783,0.04448637,-0.27455002,0.10159976,0.60769105,0.039720938
28,-1.6704214708867338,0.012393629391239957,-1.0207,0.010999155,-0.85294497,0.016789528,-0.17801905,0.027747892,0.26882994,0.09854026,0.5270911,0.037631225
29,-1.6498097227507178,0.01829252160402349,-1.5038,0.012360846,-1.3973011,0.019823046,-0.41251898,0.02791675,1.4865271,0.06977138,0.10590398,0.04571049
30,-1.5490161865755667,0.0061473264572468175,-1.3235,0.010641671,-1.0839851,0.016877227,-0.21671903,0.02398639,-0.32625997,0.066665694,0.5679711,0.038303725
31,-1.6360759660745685,0.014112007932137783,-1.4303,0.010646457,-1.1342449,0.01768907,0.01108098,0.02417862,-0.06376004,0.07426403,0.8501409,0.040653963
32,-1.2330257160594,0.021767582935027313,-1.2441,0.01162067,-1.076215,0.016214656,-0.2645191,0.024556803,-0.15486002,0.040761746,0.449741,0.035105404
33,-1.5164124797499947,0.021813979481822898,-0.99457,0.012242304,-0.809685,0.016910912,-0.16934907,0.029171918,-0.12408996,0.06515389,0.46369106,0.036450688
34,-1.6483577371866733,0.012030173142419663,-0.48602,0.012471737,-0.196955,0.015592469,0.300781,0.03250573,-0.07482001,0.07322173,0.46478102,0.03087953
35,-1.4646444557750935,0.015017031973965932,-1.0869,0.01094368,-0.889705,0.014897968,-0.18721902,0.023642598,-0.11246002,0.041908167,0.40630108,0.031582322
36,-1.422150961209613,0.03684357565371683,-1.0977,0.0126130115,-0.92272496,0.017262394,-0.18481898,0.02851189,-0.107360005,0.051812936,0.455051,0.03711989
37,-1.6320546346175586,0.009832080100840539,-1.1097,0.010351564,-0.92746496,0.014958321,-0.17811906,0.023229286,-0.26706004,0.05499975,0.435243,0.03265522
38,-1.5537353996914163,0.008304068642702623,-1.0511,0.010246529,-0.87524503,0.015990729,-0.13851905,0.02525893,-0.21176004,0.09256957,0.5768111,0.035929035
39,-1.5456908374988287,0.01084474273606771,-0.8475,0.019626908,-0.69262505,0.026256641,-0.46771902,0.055577226,-0.13154,0.12886631,0.44826102,0.057413183
40,-1.6240320830311359,0.01370533521797406,-0.54412,0.011616775,-0.24772501,0.015183183,0.299861,0.030783944,-0.08700001,0.0873632,0.460161,0.031213267
41,-1.3960942060000836,0.019340702843668258,-1.3133,0.014065579,-1.093715,0.023087526,-0.201419,0.036301248,-0.02836001,0.12620017,0.77588093,0.054040067
42,-1.6481754847348038,0.0108612197806919,-0.59708,0.009241545,-0.352895,0.011721706,0.146581,0.0211984,-0.21112001,0.0438896,0.40270102,0.023090024
43,-1.4264623536863865,0.005141175984511938,-0.83706,0.011956037,-0.57062495,0.017916026,0.25692093,0.032965895,-0.59880006,0.13772307,0.6757511,0.040070523
44,-1.416397098777986,0.03610414796157827,-1.2275,0.012797289,-0.98415494,0.021079129,-0.19851911,0.033247586,0.039240003,0.12884007,0.29877102,0.048975103
45,-1.5048198296850155,0.017100523711568675,-1.065,0.011048356,-0.87902504,0.014818351,-0.24111903,0.023684517,-0.11755991,0.039308414,0.42721105,0.031114358
46,-1.7122588554083882,0.018246997077892596,-0.72052,0.012816782,-0.55831504,0.016888432,-0.046558976,0.033404466,0.36877,0.08438349,0.2926311,0.03525062
47,-1.1930408833259787,0.06118997797487013,-0.80719,0.014124589,-0.651165,0.020222522,-0.10988897,0.039776616,0.09568,0.14016525,0.36589694,0.044879768
48,-1.6927755567965022,0.0231162725384433,-0.75083,0.011173981,-0.564735,0.014797261,0.056111038,0.027104473,-0.06534004,0.062857285,0.38016105,0.03071397
49,-1.3425574425504758,0.028161886996937974,-1.3932,0.011995102,-1.2320651,0.017474512,-0.378919,0.025202787,-0.26415992,0.043652862,0.41636813,0.038820278
50,-1.635636885541089,0.010433621283543908,-0.636,0.008799592,-0.347655,0.011752805,0.27257097,0.020913111,-0.32493,0.05734562,0.499671,0.024106832
51,-1.6956730275664944,0.011480883046793752,-0.46959,0.01081429,-0.17453504,0.01443927,0.284818,0.029682558,-0.18989998,0.10506083,0.490341,0.030002166
52,-1.791334258732813,0.008221999961711118,-0.52708,0.009169298,-0.243725,0.011417723,0.123070985,0.020999204,-0.24702,0.041361984,0.46014097,0.022039738
53,-1.6552817648603342,0.0340414982721291,-0.65381,0.013429835,-0.35526502,0.01709554,0.32445103,0.03414121,-0.36836994,0.070267506,0.539881,0.03473609
54,-1.5458442513412955,0.04422844577746466,-1.2763,0.011516203,-1.125045,0.016323728,-0.25351906,0.024517145,0.080139995,0.04335387,0.43417108,0.03562869
55,-1.7311907776299003,0.008428136030135066,-0.44516,0.007822766,-0.152845,0.010536972,0.28445297,0.019658415,-0.17271003,0.07217546,0.49529102,0.02152596
56,-1.6014215211651686,0.018154645602483945,-1.3612,0.011733439,-1.133065,0.017139187,-0.25541902,0.024916008,-0.14866006,0.04567396,0.537501,0.03804516
57,-1.791932463091285,0.00763283838945892,-0.26394,0.010885893,-0.060135007,0.013678388,0.234501,0.029962571,0.07222,0.09098643,0.36155102,0.026911013
58,-1.5685879612598026,0.022238720000738395,-1.0234,0.014158271,-0.97758293,0.01876255,-0.3759191,0.03298497,-0.23276007,0.055106934,0.260082,0.039768565
59,-1.363598884202433,0.047827229064833006,-0.89708,0.011530666,-0.945734,0.015381557,-0.274939,0.026990429,0.57167,0.055617522,0.289918,0.032215394
60,-1.6454820856528993,0.013296045244799753,-1.2938,0.016192183,-1.113435,0.024001809,-0.235219,0.04020704,-0.23225999,0.09186743,0.38023102,0.054956652
61,-1.300392948684234,0.047914133533876885,-0.93888,0.016313843,-0.794395,0.022213722,-0.25923902,0.043035783,0.048889995,0.09856387,0.42621696,0.048487965
62,-1.4875217079725038,0.04321414583755963,-1.1223,0.010080988,-0.926195,0.015039225,-0.14001906,0.023038812,-0.16075993,0.06274508,0.43886292,0.033229303
63,-1.4014164789998373,0.036215141971806,-0.57986,0.014376857,-0.46282098,0.019192457,0.0009409785,0.04127243,-0.118690014,0.13037142,0.35150504,0.040777158
64,-1.345503608456758,0.04785526631379071,-1.3507,0.012163211,-1.28136,0.017306225,-0.468719,0.025274653,-0.35715997,0.039895356,0.15443993,0.038042482
65,-1.694263014750438,0.01010403516712424,-0.68506,0.011364535,-0.62502104,0.016665533,-0.23965895,0.031777494,-0.48119998,0.13900237,0.293478,0.036755726
66,-1.5674265536910499,0.016761324884275675,-0.9357,0.01717178,-0.811736,0.02309297,-0.32211906,0.045300677,-0.16456002,0.096439146,0.33651894,0.050183978
67,-1.0494397212055089,0.04143213834866954,-1.2054,0.013202353,-0.985785,0.021152426,-0.18341899,0.03422033,0.058539987,0.122363836,0.258191,0.04890611
68,-1.7002366556963064,0.008787280162671232,0.078062,0.010971576,0.121121,0.0131418565,-0.0019310117,0.032248855,0.039658003,0.10237182,0.12809502,0.024311328
69,-1.228985088148059,0.04195963183524742,-1.226,0.010107407,-1.002535,0.015931426,-0.22681904,0.023300672,-0.13856006,0.07176529,0.5275209,0.035918593
70,-1.4589000991318466,0.05826752163640617,-1.1382,0.015881354,-0.88626504,0.023137009,-0.297619,0.041171752,-0.15696001,0.10546031,0.531831,0.052417863
71,-1.73299081185151,0.0061633514170329725,-0.59749,0.009313343,-0.30651504,0.011749459,0.30307102,0.021256149,-0.25905,0.042419303,0.475801,0.023033643
72,-1.796695212765889,0.005865824256634514,-1.3578,0.009857059,-1.059085,0.01727373,-0.13931906,0.0233839,0.12753999,0.09537083,0.8469709,0.03985064
73,-1.6575337919819104,0.014080148923516535,-0.81582,0.009352376,-0.657595,0.01289824,-0.04904902,0.021773027,-0.04664004,0.057170775,0.37749106,0.027188132
74,-1.7296306518259528,0.0074894147051425535,-0.51687,0.011153694,-0.23407501,0.014413743,0.275451,0.028919019,-0.14875996,0.077354394,0.478911,0.029254926
75,-1.6305596611866882,0.03423045730129845,-1.5117,0.012731409,-1.3483651,0.018602453,-0.34051895,0.026045727,-0.22625995,0.03972327,0.42704105,0.041615155
76,-1.6081545201703964,0.028810107182753127,-0.7608,0.010632292,-0.646002,0.013847878,-0.184829,0.024594184,-0.08244002,0.049519524,0.35066098,0.028267197
77,-1.5741426258536675,0.027315159261112717,-1.2808,0.013747889,-1.1083649,0.021389369,-0.27371907,0.033935126,-0.42146003,0.096007,0.50579107,0.049211703
78,-1.732084828667233,0.0072569320581702046,-0.9804,0.009969852,-0.811675,0.01400654,-0.032628953,0.022630576,-0.18256003,0.054134797,0.403381,0.030023128
79,-1.5775941019078625,0.012469743008101069,-1.2704,0.012800231,-1.071645,0.020890683,-0.27931905,0.032314636,-0.30136,0.11304532,0.54355395,0.04844849
80,-1.5246069477005642,0.033421268834293444,-0.78432,0.019495836,-0.481925,0.024230847,0.159271,0.051584046,-0.088590026,0.08084835,0.50238097,0.049457673
81,-1.7532177274602634,0.007294689646111947,-0.86967,0.010272599,-0.54013497,0.014550838,0.27607095,0.024952576,-0.13615996,0.072630994,0.715331,0.03136514
82,-1.558826519355872,0.016944338174052682,-1.667,0.01421176,-1.513515,0.023644337,-0.39441895,0.031687234,-0.57726,0.07162818,0.33762097,0.055739474
83,-1.5781712226208946,0.04353607101519141,-1.3484,0.015315473,-1.146705,0.025015531,-0.31361902,0.039972063,-0.41016006,0.13235001,0.5149009,0.05890183
84,-1.6988371643776463,0.014590925231179865,-1.5348,0.016914789,-1.2255251,0.028251419,-0.16281903,0.04286702,0.020440102,0.12342906,0.7542409,0.06753161
85,-1.4971824435803198,0.052771697183340585,-1.3469,0.018678414,-1.076595,0.028581765,0.05778098,0.04954195,-0.14776003,0.12936836,0.543381,0.06705815
86,-1.6722453166553315,0.023963369069078762,-0.61203,0.01467392,-0.31853503,0.018353183,0.23951101,0.03847085,-0.11627996,0.07659621,0.481631,0.0368447
87,-1.7654850427162594,0.011287102600090729,-0.40505,0.008974963,-0.15746501,0.012032527,0.326814,0.02381788,-0.14344999,0.090481825,0.40923098,0.024729207
88,-1.7306965230336955,0.009867343622086047,-0.51389,0.011624017,-0.23417503,0.014594436,0.26554102,0.029392382,-0.31453997,0.065022446,0.486571,0.028895289
89,-1.3535930604400315,0.03195230694906917,-1.1082,0.016495092,-0.884505,0.023458028,-0.20071912,0.042750496,-0.06166005,0.10085279,0.44144106,0.052662432
90,-1.350482134140691,0.03227488102312607,-0.84352,0.011009046,-0.718924,0.015555952,-0.23574907,0.027535409,0.20141995,0.08201391,0.34163702,0.033654757
91,-1.6241091355240678,0.0226887389504927,-0.77035,0.014531428,-0.46696496,0.020511808,0.367411,0.041171085,0.019109964,0.1400145,0.59741104,0.04527279
92,-1.6605555275466093,0.015145707312721494,-1.429,0.011065217,-1.207945,0.017758906,-0.049219012,0.024549246,-0.25546002,0.06413212,0.625111,0.04059232
93,-1.7316328576303495,0.01439287962675764,-0.72058,0.016005905,-0.422535,0.021590173,0.211411,0.045794044,-0.13718003,0.13351662,0.592131,0.046654806
94,-1.636675712566578,0.011580087577981176,-0.44462,0.007670776,-0.33742502,0.010506186,0.16213101,0.019523554,-0.03740999,0.07870268,0.24420303,0.02167093
95,-1.6095840734512574,0.013139435637152055,-1.4492,0.016382802,-1.183115,0.025733355,-0.037219048,0.040604282,-0.18835998,0.10142485,0.5370511,0.060309704
96,-1.1924427453799944,0.08207560829591799,-1.5029,0.01115228,-1.244925,0.018626153,-0.20921898,0.024842681,-0.22316003,0.069679335,0.71435106,0.043043748
97,-1.3743467423079059,0.030027737498956406,-0.45626,0.012205216,-0.246475,0.014803541,0.21219099,0.030410992,-0.11193004,0.055547938,0.321221,0.028223405
98,-1.5296886711969686,0.019840700247009808,-1.0886,0.012137584,-0.90965503,0.018229455,-0.286919,0.030064642,-0.15295994,0.08994802,0.70865107,0.040949583
99,-1.5475047087007459,0.01803681669014608,-1.235,0.012804864,-1.047945,0.018778155,-0.25881898,0.029663257,-0.32306004,0.06607527,0.5133109,0.041991785
100,-1.3580530933611243,0.043366529388407946,-1.0546,0.013161823,-0.889755,0.019850938,-0.23581898,0.03423585,-0.17895997,0.11152184,0.388277,0.044930995
101,-1.7666214722745126,0.008175283082529204,-0.66978,0.009516942,-0.35984504,0.012131416,0.20938101,0.021567898,-0.20722002,0.042526603,0.5202509,0.024077369
102,-1.2792464133172579,0.0573153113080754,-1.5549,0.012373041,-1.279135,0.021240786,-0.271919,0.02850737,-0.19225991,0.08446582,0.6899409,0.049787015
103,-1.5913548914872444,0.01151188119220853,-0.96417,0.010265749,-0.80474496,0.014024574,-0.26274908,0.022854432,-0.14299,0.047301996,0.3655839,0.029628895
104,-1.4831545522516185,0.042728517818547404,-1.2898,0.012877798,-1.113695,0.01870946,-0.21801901,0.029033901,-0.024259925,0.058204606,0.576161,0.04169665
105,-1.5126775550242566,0.025387950435491947,-1.2664,0.01019224,-0.98996496,0.016342154,-0.17141902,0.023525877,-0.19356,0.07434766,0.65439093,0.037060644
106,-1.775514828435434,0.00625118351627083,-0.93161,0.013849314,-0.539445,0.020396193,0.51638097,0.037800215,0.24631,0.13029197,0.72246104,0.045849882
107,-1.737028141305502,0.006291846711595863,-1.0835,0.009003988,-0.87208503,0.01484868,-0.19241905,0.02205082,-0.22765994,0.09739425,0.6495811,0.033548817
108,-1.5419080198523993,0.01700087604144457,-0.90984,0.010853137,-0.783544,0.016192365,-0.17939901,0.027696218,-0.0492,0.09879665,0.378879,0.03591551
109,-1.686024433868807,0.013099877140891477,-1.156,0.014173827,-0.759235,0.02258964,0.30591106,0.03830468,0.38102,0.1447739,0.56715107,0.052424688
110,-1.665806313464861,0.01433454996229586,-1.4452,0.015526132,-1.1572449,0.024719512,-0.09661913,0.038220115,-0.3040601,0.100332305,0.788381,0.057915278
111,-1.761181970469121,0.005911547918109136,-0.59654,0.008039441,-0.28397495,0.011345063,0.38214397,0.020155491,-0.05198002,0.079414435,0.58173096,0.023920303
112,-1.2083418711934977,0.04352763425241014,-0.71015,0.011492846,-0.667678,0.016383754,-0.292969,0.030750494,-0.05848998,0.11018605,0.30528605,0.03569344
113,-1.7438167651540475,0.011426414507929148,-0.53321,0.012054499,-0.24483496,0.016534276,0.34502596,0.03459284,-0.30047005,0.1354714,0.53328097,0.035291556
114,-1.391639032309785,0.05481777170935602,-1.1434,0.014492753,-0.9192749,0.023149306,-0.2494191,0.039184276,0.5474299,0.14598998,0.42687094,0.05386342
115,-1.4100251966371264,0.045675511715435275,-0.92704,0.010976343,-0.780575,0.015086988,-0.26007903,0.025572728,-0.087389946,0.058064062,0.384198,0.032142848
116,-1.7101283077694711,0.004674618048415723,-0.51474,0.009316346,-0.25691497,0.011452358,0.20849097,0.021100208,-0.15973002,0.038135774,0.37899098,0.021805145
117,-1.4875893283081445,0.028730161676849966,-1.2052,0.016933778,-0.981555,0.02417669,-0.22731912,0.04253857,-0.23816001,0.0899344,0.43882108,0.054552674
118,-1.5647202356679952,0.012349320394162496,-1.1964,0.014462033,-0.85647506,0.023120532,0.318941,0.039095316,0.12603998,0.1460804,0.72479093,0.053800885
119,-1.1447546527817356,0.03375081428005047,-1.085,0.014721964,-0.90052503,0.021595953,-0.17261899,0.038153924,-0.19685996,0.10574118,0.46131098,0.048765324
120,-1.6128230429150472,0.011914253488540852,-1.2685,0.015959766,-1.022645,0.023886897,-0.2825191,0.04032743,-0.29926002,0.100188576,0.56713104,0.05483291
121,-1.4766687793859585,0.017354759454326414,-1.2873,0.010269548,-1.038785,0.01639792,-0.16381907,0.023554854,-0.03105998,0.07203531,0.6013911,0.037169673
122,-1.678526086810183,0.025583461848929002,-1.5272,0.013280166,-1.263435,0.021892784,-0.20021904,0.0308943,-0.26036,0.083038434,0.84122074,0.05114813
123,-1.7508969734045308,0.005608085812549252,-0.88572,0.011996823,-0.586525,0.016476728,0.35453105,0.029465036,-0.14346993,0.072502546,0.629241,0.03530203
124,-1.4638689587778284,0.03529871778856076,-0.98622,0.0113624865,-0.832895,0.01590697,-0.22809899,0.026711583,-0.05666995,0.06290228,0.3355021,0.034365032
125,-1.6066920026358518,0.023003990368253145,-0.75298,0.009655645,-0.589715,0.012623191,0.021090984,0.021880087,-0.11355001,0.045460526,0.35701096,0.025666209
126,-1.6726641254667751,0.010189736290573929,-1.6123,0.013753476,-1.351475,0.023104573,-0.19291902,0.031662192,-0.050660014,0.08242969,0.58891094,0.054401148
127,-1.7555374401194264,0.0060634929574735,-0.67516,0.011595441,-0.37466496,0.015519682,0.347551,0.029940933,0.21670997,0.0833172,0.51909095,0.032531485
128,-1.4064451395844484,0.058159158934127334,-1.4737,0.0147785265,-1.1610351,0.02572913,-0.12501895,0.038191166,-0.34726,0.1401802,0.521981,0.061283827
129,-1.4990461984308692,0.023710937522976892,-1.3359,0.012169673,-1.148005,0.01910176,-0.26631904,0.028484236,-0.4031601,0.07751097,0.38889098,0.043667484
130,-1.7235220441204715,0.01114997620566166,-0.14811,0.010703043,-0.079883,0.013481487,0.066452,0.03069397,0.042353004,0.10787339,0.1370075,0.026532637
131,-1.5303142571203427,0.01801396002176989,-0.85228,0.013493963,-0.735117,0.01897603,-0.26451898,0.03591088,-0.16532993,0.10694269,0.45080692,0.041585956
132,-1.5644557974661912,0.014450490763077105,-0.53705,0.012114012,-0.22838503,0.015493099,0.275031,0.03146843,-0.28860003,0.0766408,0.53003097,0.031346045
133,-1.4163070806955884,0.0319527534742812,-0.85527,0.009775614,-0.77321506,0.014948405,-0.27351892,0.025244504,-0.48799002,0.10704705,0.30415606,0.033188626
134,-1.5590411874250893,0.025679873425912665,-0.90843,0.01036884,-0.78795797,0.013746781,-0.2876891,0.022820368,-0.08792001,0.042193092,0.31367302,0.02844961
135,-1.1208905496034067,0.025636300017568937,-1.2458,0.016808778,-1.098395,0.023289016,-0.23481905,0.040206563,-0.06115997,0.06927217,0.47533095,0.05166261
136,-1.4985978499822024,0.017262014078612265,-1.1544,0.016940441,-0.94914496,0.024710534,-0.18151903,0.044586852,-0.15216005,0.11326749,0.582171,0.056316048
137,-1.6869215651819602,0.005938897823437582,-1.1414,0.010656162,-0.923185,0.015236743,-0.18211901,0.023547903,-0.04626,0.05079499,0.48175102,0.03317353
138,-1.3597495584162653,0.02092707897330096,-1.0554,0.0111597795,-0.884555,0.017773772,-0.161919,0.028488427,0.1846,0.11156093,0.45630103,0.040452667
139,-1.4932036431518347,0.01625106388591172,-0.81969,0.010030425,-0.734477,0.0131540485,-0.36902905,0.022354027,-0.028259993,0.04304193,0.28792602,0.026906041
140,-1.3428647483665546,0.05093648868570352,-0.9456,0.0129780695,-0.884435,0.01914441,-0.24471909,0.034350555,-0.3467601,0.114548564,0.428196,0.0428575
141,-1.1477646523081257,0.04377953668537972,-1.253,0.012890816,-1.066035,0.021998072,-0.20971906,0.03402799,0.04574001,0.14553474,0.82303107,0.051547978
142,-1.5706027281614865,0.012487980816053896,-0.75709,0.009470785,-0.706849,0.014943947,-0.267159,0.026143909,-0.18482006,0.14745742,0.397071,0.03340842
143,-1.7020865548500506,0.01882522092841769,-0.90318,0.010311964,-0.645455,0.013586048,0.23961103,0.02271803,-0.21228004,0.04169977,0.48990095,0.027964113
144,-1.6514035885467995,0.020943409377318895,-1.2649,0.011303993,-1.069665,0.016388748,-0.2875191,0.024381362,-0.16516006,0.047708534,0.39659,0.036125492
145,-1.6431358195605068,0.02288703131977061,-0.98693,0.010231515,-0.805975,0.014114959,-0.132079,0.022862062,-0.025210023,0.049030315,0.40260094,0.029998608
146,-1.6999568651212862,0.01848852332832816,-0.69053,0.009140391,-0.55422497,0.012209579,0.052040994,0.02134936,-0.12134999,0.053740837,0.20849901,0.02512983
147,-1.6402866524978654,0.009482086109484807,-1.432,0.012391841,-1.194725,0.02217923,-0.36061895,0.031017443,-0.22905993,0.12577544,0.790661,0.05230244
148,-1.2939585976794634,0.058458399586889136,-1.1578,0.011419448,-1.0085249,0.015502918,-0.25141907,0.024179831,-0.048460007,0.0386132,0.37806094,0.03293114
149,-1.6938500343086926,0.010096472747083026,-1.2353,0.010766572,-1.0656149,0.015565138,0.098900914,0.023732139,0.72624,0.05146954,0.77341104,0.03410953
150,-1.328880890702682,0.026167332040872498,-1.3066,0.01082708,-1.0941349,0.016635321,-0.26511908,0.024078248,-0.14086008,0.059861585,0.49848104,0.03742056
151,-1.6360507584840982,0.02222204811876436,-0.50919,0.012279049,-0.23938501,0.015161476,0.10347101,0.030733088,-0.21929997,0.059842706,0.41314104,0.029585894
152,-1.6793300704127312,0.006177646582890302,-0.55347,0.008313607,-0.24263501,0.011216633,0.279361,0.02032598,-0.27911,0.06534972,0.569651,0.023061845
153,-1.4855292913674945,0.01747469414896055,-0.59406,0.012645789,-0.285905,0.016909678,0.362862,0.034639288,-0.36119002,0.10661967,0.563231,0.035626743
154,-1.588175807829046,0.02067126746519658,-0.86454,0.010463257,-0.615165,0.013449133,0.025440931,0.022756198,-0.22092009,0.03726365,0.4187311,0.027132284
155,-1.7010011106905845,0.013430533852209046,-1.1929,0.010831929,-0.9831649,0.015707333,-0.22421908,0.023824474,-0.22176003,0.05136764,0.5196911,0.034491207
156,-1.6988314303283356,0.0162193451708075,-1.196,0.010746425,-0.904095,0.01566676,-0.03991902,0.023747064,-0.06876004,0.052842576,0.59493095,0.034464702
157,-1.6640572140381547,0.023114339769214856,-0.96133,0.012594344,-0.64898497,0.017341085,0.08406097,0.03052977,-0.04035002,0.069571085,0.684341,0.037375145
158,-1.6772742688211448,0.009144402937528067,-1.8178,0.013192228,-1.776927,0.023662891,0.928591,0.031284112,-0.025359988,0.10228021,0.1590209,0.056180976
159,-1.6100429090310884,0.014918654118688137,-1.2761,0.01169531,-1.059555,0.016444117,-0.25001895,0.024681939,-0.14925992,0.041237157,0.4887209,0.03578147
160,-1.7815078901703054,0.007658166874058806,-0.83246,0.011541871,-0.518125,0.016516482,0.236821,0.030048318,-0.16911,0.099499166,0.5529109,0.036088485
161,-1.797659255032534,0.006464690742678649,-1.2236,0.010438116,-0.98751503,0.015574049,0.11748099,0.023478657,0.89176,0.059118617,0.652651,0.03452203
162,-1.5625791666191868,0.0301673769279146,-1.2879,0.014415752,-1.013075,0.02332388,-0.23911905,0.037491612,-0.19496,0.12748325,0.6121609,0.054489233
163,-1.7615152680534805,0.007047052338333306,-0.69576,0.011985228,-0.39100504,0.017310308,0.22406101,0.033820868,0.11339003,0.1409152,0.540071,0.038058728
164,-1.464652427870707,0.043931528688559485,-0.96081,0.017986992,-0.768315,0.023504447,-0.27890903,0.046085883,-0.07256001,0.0804853,0.37675107,0.05015159
165,-1.2841245973240623,0.062050413643219074,-1.3032,0.011240257,-1.086595,0.016610375,-0.21851897,0.02439659,-0.17086005,0.050739624,0.478081,0.036918133
166,-1.7824812101859524,0.00578247527369007,-0.44371,0.008714123,-0.167815,0.011126981,0.29138,0.021095078,-0.20767,0.055127632,0.44931102,0.02193818
167,-1.607044443220725,0.031147013405581528,-1.2887,0.015707651,-1.066295,0.024620844,-0.36181903,0.041923836,0.22303998,0.13550164,0.27306604,0.057363074
168,-1.4007677022791825,0.034856629207737425,-1.3708,0.015813405,-1.141185,0.0258301,-0.32801902,0.041299853,-0.03476,0.1332539,0.44144106,0.06099211
